Index,AnchorConditions,Coverage,Precision,AnchorOutput,ModelOutput,RealOutput
82,medianEntropy > 2.75,0.5024,0.9101796407185628,-1.0,-1.0,-1.0
83,medianEntropy <= 2.75 AND meanEntropy <= 2.75,0.4875,0.6255924170616114,1.0,1.0,1.0
85,medianEntropy <= 2.72,0.2474,0.6966394187102634,1.0,1.0,1.0
86,medianEntropy > 2.75,0.4922,0.8982035928143712,-1.0,-1.0,-1.0
87,medianEntropy > 2.72,0.7454,0.8032282859338971,-1.0,-1.0,-1.0
89,medianEntropy > 2.75,0.5059,0.9029957203994294,-1.0,-1.0,-1.0
90,medianEntropy <= 2.72,0.248,0.7289586305278174,1.0,1.0,1.0
91,medianEntropy <= 2.72,0.2427,0.7081292850146915,1.0,1.0,1.0
93,meanEntropy > 2.72,0.7447,0.79766860949209,-1.0,-1.0,1.0
95,medianEntropy <= 2.72,0.2496,0.7073518915060671,1.0,1.0,1.0
98,medianEntropy > 2.75,0.5109,0.906187624750499,-1.0,-1.0,-1.0
100,medianEntropy <= 2.72,0.256,0.7193460490463215,1.0,1.0,1.0
102,medianEntropy <= 2.72,0.2515,0.7037837837837838,1.0,1.0,1.0
103,medianEntropy <= 2.72,0.2528,0.7332268370607029,1.0,1.0,1.0
